year date area max-elev min-elev dvol(mio.m3) dhmean(m)
1850  18500000  30.034234   3760.0  1908.0  0.0  0
1969  19690000  19.897129   3700.1  2073.6  -1730.2967  -64.282
1998  19980000  18.369439   3681.4  2073.4  -371.4375  -18.668
2012  20120000  16.261827   3502.8  2069.5  -360.921  -19.694
